Dataset;Attack;Binarization;Resolution;AddressSize;TrainTime_s;InferTime_Adv_s;Acc_Drop_pp;Clean_Acc;Clean_Precision;Clean_Recall;Clean_F1;Clean_MCC;Clean_FAR;Clean_ASR;Clean_AUC;Clean_PR_AUC;Clean_Miss_Attack;Adv_Acc;Adv_Precision;Adv_Recall;Adv_F1;Adv_MCC;Adv_FAR;Adv_ASR;Adv_AUC;Adv_PR_AUC;Adv_Miss_Attack
Bot-IoT;RANDOM_L2;distributive;10;10;1,1000041961669922;0,7753651142120361;0,0099949116813213;0,9999636548666132;0,9999636512335862;1,0;0,9999818252864788;0,8563332748242921;0,2666666666666666;0,0;0,8666666666666667;0,9999818256167932;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;FGSM;distributive;10;15;1,0570456981658936;0,5558993816375732;0,0118121683506555;0,9999818274333068;0,9999818252864788;1,0;0,9999909125606586;0,9309408763440792;0,1333333333333333;0,0;0,9333333333333332;0,9999909126432396;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;RANDOM_LINF;distributive;10;15;1,0570456981658936;0,6485748291015625;0,0208984516973154;0,9999818274333068;0,9999818252864788;1,0;0,9999909125606586;0,9309408763440792;0,1333333333333333;0,0;0,9333333333333332;0,9999909126432396;0,0;0,9997728429163336;0,999863693364593;0,9999091247807635;0,9998864085566164;-0,0001112964302032;1,0;9,08752192364664e-05;0,4999545623903818;0,9999318404894116;9,08752192364664e-05
Bot-IoT;RANDOM_L2;distributive;10;15;1,0570456981658936;0,6340277194976807;0,017263938358647;0,9999818274333068;0,9999818252864788;1,0;0,9999909125606586;0,9309408763440792;0,1333333333333333;0,0;0,9333333333333332;0,9999909126432396;0,0;0,9998091880497202;0,9998727827856936;0,9999363873465344;0,9999045840546325;0,0911970871061915;0,9333333333333332;6,361265346552648e-05;0,5333015270066005;0,9999363870578272;6,361265346552648e-05
Bot-IoT;FGSM;distributive;10;20;1,0163040161132812;0,5338473320007324;0,0118121683506555;0,9999818274333068;0,9999818252864788;1,0;0,9999909125606586;0,9309408763440792;0,1333333333333333;0,0;0,9333333333333332;0,9999909126432396;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;RANDOM_LINF;distributive;10;20;1,0163040161132812;0,5786776542663574;0,3289234571490884;0,9999818274333068;0,9999818252864788;1,0;0,9999909125606586;0,9309408763440792;0,1333333333333333;0,0;0,9333333333333332;0,9999909126432396;0,0;0,9966925928618158;0,9998723850325874;0,9968193673267236;0,9983435420895034;0,0131442049420966;0,9333333333333332;0,0031806326732763;0,5317430169966952;0,9999359757653212;0,0031806326732763
Bot-IoT;RANDOM_L2;distributive;10;20;1,0163040161132812;0,5937638282775879;0,4179690339463526;0,9999818274333068;0,9999818252864788;1,0;0,9999909125606586;0,9309408763440792;0,1333333333333333;0,0;0,9333333333333332;0,9999909126432396;0,0;0,9958021370938432;0,9998722709316012;0,9959287901782063;0,9978966346153846;0,0114636624879504;0,9333333333333332;0,0040712098217936;0,5312977284224365;0,9999358580245556;0,0040712098217936
Bot-IoT;FGSM;distributive;16;5;12,908345100004226;0,4857282997108996;0,0099949116813213;0,9999636548666132;0,9999636512335862;1,0;0,9999818252864788;0,8563332748242921;0,2666666666666666;0,0;0,8666666666666667;0,9999818256167932;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;RANDOM_LINF;distributive;16;5;12,908345100004226;0,4864552998915314;0,0099949116813213;0,9999636548666132;0,9999636512335862;1,0;0,9999818252864788;0,8563332748242921;0,2666666666666666;0,0;0,8666666666666667;0,9999818256167932;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
Bot-IoT;RANDOM_L2;distributive;16;5;12,908345100004226;0,4915231999475509;0,0099949116813213;0,9999636548666132;0,9999636512335862;1,0;0,9999818252864788;0,8563332748242921;0,2666666666666666;0,0;0,8666666666666667;0,9999818256167932;0,0;0,9998637057498;0,9998637057498;1,0;0,9999318482305528;0,0;1,0;0,0;0,5;0,9999318528749;0,0
